State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
VT,Vermont,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),9,100,0.0173010381,*Likely underreported due to incomplete data
VT,Vermont,2017,September,12 month-ending,Psychostimulants with abuse potential (T43.6),9,100,0.0173190163,*Likely underreported due to incomplete data
VT,Vermont,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",20,100,0,
VT,Vermont,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",20,100,0,
WA,Washington,2015,July,12 month-ending,Cocaine (T40.5),85,100,0.0055602921,
VT,Vermont,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",19,100,0,
VT,Vermont,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",23,100,0,
VT,Vermont,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",25,100,0,
VT,Vermont,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",27,100,0,
VT,Vermont,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",27,100,0,
VT,Vermont,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",33,100,0,
VT,Vermont,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",32,100,0,
VT,Vermont,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",32,100,0,
VT,Vermont,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",36,100,0,
VT,Vermont,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",33,100,0,
VT,Vermont,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",33,100,0,
VT,Vermont,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",34,100,0,
VT,Vermont,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0,
VT,Vermont,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",36,100,0,
VT,Vermont,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",35,100,0,
VT,Vermont,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",36,100,0,
VT,Vermont,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0,
VT,Vermont,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0,
VT,Vermont,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",43,100,0,
VT,Vermont,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",47,100,0,
VT,Vermont,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",47,100,0,
VT,Vermont,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",56,100,0,
VT,Vermont,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",61,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",63,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",64,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",68,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",69,100,0,*Likely underreported due to incomplete data
VT,Vermont,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",68,100,0.0173010381,*Likely underreported due to incomplete data
VT,Vermont,2017,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",65,100,0.0173190163,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Cocaine (T40.5),87,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Cocaine (T40.5),88,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Cocaine (T40.5),88,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Cocaine (T40.5),87,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Cocaine (T40.5),85,100,0.0074910576,
WA,Washington,2015,August,12 month-ending,Cocaine (T40.5),82,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Cocaine (T40.5),87,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Cocaine (T40.5),84,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Cocaine (T40.5),84,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Cocaine (T40.5),82,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Cocaine (T40.5),86,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Cocaine (T40.5),89,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Cocaine (T40.5),88,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Cocaine (T40.5),86,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Cocaine (T40.5),86,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,Cocaine (T40.5),82,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,Cocaine (T40.5),80,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,Cocaine (T40.5),92,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,Cocaine (T40.5),93,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,Cocaine (T40.5),89,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,Cocaine (T40.5),83,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,Cocaine (T40.5),83,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,Cocaine (T40.5),82,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Cocaine (T40.5),84,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Cocaine (T40.5),84,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,Cocaine (T40.5),95,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,Cocaine (T40.5),92,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,Cocaine (T40.5),93,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,Cocaine (T40.5),96,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,Cocaine (T40.5),87,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,Cocaine (T40.5),86,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Heroin (T40.1),288,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Heroin (T40.1),286,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Heroin (T40.1),297,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Heroin (T40.1),292,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Heroin (T40.1),285,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,Heroin (T40.1),293,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,Heroin (T40.1),288,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,Heroin (T40.1),299,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Heroin (T40.1),311,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Heroin (T40.1),307,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Heroin (T40.1),307,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Heroin (T40.1),306,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Heroin (T40.1),323,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Heroin (T40.1),320,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Heroin (T40.1),317,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Heroin (T40.1),333,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Heroin (T40.1),335,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,Heroin (T40.1),326,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,Heroin (T40.1),334,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,Heroin (T40.1),323,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,Heroin (T40.1),319,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,Heroin (T40.1),310,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,Heroin (T40.1),299,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,Heroin (T40.1),294,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,Heroin (T40.1),284,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Heroin (T40.1),288,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Heroin (T40.1),296,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,Heroin (T40.1),286,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,Heroin (T40.1),293,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,Heroin (T40.1),297,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,Heroin (T40.1),292,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,Heroin (T40.1),292,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,Heroin (T40.1),291,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Methadone (T40.3),110,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Methadone (T40.3),106,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Methadone (T40.3),111,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Methadone (T40.3),109,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Methadone (T40.3),116,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,Methadone (T40.3),110,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,Methadone (T40.3),108,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,Methadone (T40.3),105,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Methadone (T40.3),111,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Methadone (T40.3),112,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Methadone (T40.3),109,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Methadone (T40.3),115,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Methadone (T40.3),119,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Methadone (T40.3),121,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Methadone (T40.3),116,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Methadone (T40.3),122,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Methadone (T40.3),114,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,Methadone (T40.3),122,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,Methadone (T40.3),132,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,Methadone (T40.3),135,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,Methadone (T40.3),136,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,Methadone (T40.3),133,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,Methadone (T40.3),132,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,Methadone (T40.3),129,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,Methadone (T40.3),127,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Methadone (T40.3),121,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Methadone (T40.3),126,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,Methadone (T40.3),119,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,Methadone (T40.3),120,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,Methadone (T40.3),112,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,Methadone (T40.3),107,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,Methadone (T40.3),108,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,Methadone (T40.3),109,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),291,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),280,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),279,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),281,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),280,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),273,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),266,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),264,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),268,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),267,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),264,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),272,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),278,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),281,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),294,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),281,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),295,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),302,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),308,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),300,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),298,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),288,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),293,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),274,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),277,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),258,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),258,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),245,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),233,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),226,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),232,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Number of Deaths,52487,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Number of Deaths,52591,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Number of Deaths,52850,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Number of Deaths,53014,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Number of Deaths,53397,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,Number of Deaths,53657,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,Number of Deaths,53954,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,Number of Deaths,54015,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Number of Deaths,54328,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Number of Deaths,54453,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Number of Deaths,54460,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Number of Deaths,54629,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Number of Deaths,54442,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Number of Deaths,54675,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Number of Deaths,54741,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Number of Deaths,54840,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Number of Deaths,54753,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,Number of Deaths,54715,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,Number of Deaths,54657,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,Number of Deaths,54630,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,Number of Deaths,54583,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,Number of Deaths,54690,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,Number of Deaths,54609,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,Number of Deaths,54767,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,Number of Deaths,55777,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Number of Deaths,56089,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Number of Deaths,56121,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,Number of Deaths,56111,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,Number of Deaths,56192,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,Number of Deaths,56112,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,Number of Deaths,56175,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,Number of Deaths,56501,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,Number of Deaths,56593,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Number of Drug Overdose Deaths,996,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Number of Drug Overdose Deaths,1000,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Number of Drug Overdose Deaths,1018,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Number of Drug Overdose Deaths,1017,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Number of Drug Overdose Deaths,1020,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,Number of Drug Overdose Deaths,1050,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,Number of Drug Overdose Deaths,1068,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,Number of Drug Overdose Deaths,1066,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Number of Drug Overdose Deaths,1090,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Number of Drug Overdose Deaths,1099,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Number of Drug Overdose Deaths,1110,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Number of Drug Overdose Deaths,1109,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Number of Drug Overdose Deaths,1134,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Number of Drug Overdose Deaths,1139,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Number of Drug Overdose Deaths,1137,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Number of Drug Overdose Deaths,1165,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Number of Drug Overdose Deaths,1163,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,Number of Drug Overdose Deaths,1162,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,Number of Drug Overdose Deaths,1177,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,Number of Drug Overdose Deaths,1183,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,Number of Drug Overdose Deaths,1171,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,Number of Drug Overdose Deaths,1155,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,Number of Drug Overdose Deaths,1127,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,Number of Drug Overdose Deaths,1117,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,Number of Drug Overdose Deaths,1102,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Number of Drug Overdose Deaths,1101,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Number of Drug Overdose Deaths,1111,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,Number of Drug Overdose Deaths,1087,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,Number of Drug Overdose Deaths,1083,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,Number of Drug Overdose Deaths,1058,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,Number of Drug Overdose Deaths,1033,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,Number of Drug Overdose Deaths,1023,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,Number of Drug Overdose Deaths,1039,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",678,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",674,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",686,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",683,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",684,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",691,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",691,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",694,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",704,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",705,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",704,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",702,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",721,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",722,100,0.003657979,
WA,Washington,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",722,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",751,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",742,100,0.0054791518,
WA,Washington,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",750,100,0.0054829571,
WA,Washington,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",768,100,0.0073183673,
WA,Washington,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",766,100,0.0091524803,
WA,Washington,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",758,100,0.0146565781,
WA,Washington,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",748,100,0.0164563906,
WA,Washington,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",725,100,0.0183119999,
WA,Washington,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",721,100,0.0219110048,
WA,Washington,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",706,100,0.028685659,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",702,100,0.0392233771,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",715,100,0.0427647405,*Likely underreported due to incomplete data
WA,Washington,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",682,100,0.0481189072,*Likely underreported due to incomplete data
WA,Washington,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",682,100,0.0605068337,*Likely underreported due to incomplete data
WA,Washington,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",668,100,0.0855431993,*Likely underreported due to incomplete data
WA,Washington,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",647,100,0.1441922563,*Likely underreported due to incomplete data
WA,Washington,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",641,100,0.1734482576,*Likely underreported due to incomplete data
WA,Washington,2017,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",653,100,0.2032053434,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Percent with drugs specified,96.1847389558,100,0.0076209347,
WA,Washington,2015,February,12 month-ending,Percent with drugs specified,95.8,100,0.0095073302,
WA,Washington,2015,March,12 month-ending,Percent with drugs specified,95.57956778,100,0.0075685904,
WA,Washington,2015,April,12 month-ending,Percent with drugs specified,95.476892822,100,0.0075451767,
WA,Washington,2015,May,12 month-ending,Percent with drugs specified,94.8039215686,100,0.0074910576,
WA,Washington,2015,June,12 month-ending,Percent with drugs specified,95.0476190476,100,0.0055910692,
WA,Washington,2015,July,12 month-ending,Percent with drugs specified,95.0374531835,100,0.0055602921,
WA,Washington,2015,August,12 month-ending,Percent with drugs specified,95.2157598499,100,0.0055540128,
WA,Washington,2015,September,12 month-ending,Percent with drugs specified,95.2293577982,100,0.0055220144,
WA,Washington,2015,October,12 month-ending,Percent with drugs specified,95.3594176524,100,0.0073457844,
WA,Washington,2015,November,12 month-ending,Percent with drugs specified,95.2252252252,100,0.0055086302,
WA,Washington,2015,December,12 month-ending,Percent with drugs specified,94.6798917944,100,0.0054915887,
WA,Washington,2016,January,12 month-ending,Percent with drugs specified,94.885361552,100,0.0055104515,
WA,Washington,2016,February,12 month-ending,Percent with drugs specified,94.9078138718,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Percent with drugs specified,94.8988566403,100,0.0054803529,
WA,Washington,2016,April,12 month-ending,Percent with drugs specified,94.4206008584,100,0.0054704595,
WA,Washington,2016,May,12 month-ending,Percent with drugs specified,94.2390369733,100,0.0054791518,
